OBJECTID,element,id,amenity,ele,gnis_feature_id,name,wikidata,fixme,education,addr_city,addr_country,addr_housenumber,addr_postcode,addr_state,addr_street,check_date,website,alt_name,fee,grades,building,source,internet_access,internet_access_fee,opening_hours_covid19,operator,operator_type,ref_isil,toilets_wheelchair,wheelchair,phone,religion,created_by,wikipedia,addr_housename,name_en,opening_hours,toilets_unisex,air_conditioning,community_centre,email,social_facility,level,fax,community_centre_for,lgbtq,contact_facebook,contact_instagram,food_bank,healthcare,office,social_facility_for,check_date_opening_hours,internet_access_ssid,operator_short,operator_wikidata,operator_wikipedia,description,building_levels,loc_name,roof_levels,roof_shape,source_opening_hours,toilets,toilets_access,architect,old_name,denomination,isced_level,short_name,max_age,min_age,wikimedia_commons,access,brand,brand_wikidata,building_year_built,historic,old_name_ru,leisure,start_date,landuse,type
126,node,367964907,library,329,2430508,Martin Luther King Junior Branch Carnegie Free Library of Pittsburgh,,,,,,,,PA,,,,,,,,USGS Geonames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
