OBJECTID,FID,AREA,PERIMETER,WOODLAND_,WOODLAND_I,NATURE_COD,Shape_Leng,Acres,Shape_Length,Shape_Area
9057,9057,21516.07798,845.7792645,9652,1446,310,845.7793785,0.493943119,0.002679929,2.12104E-07
9060,9060,802004.3755,6387.914052,8857,1423,310,6387.914014,18.41156108,0.021091209,7.90815E-06
9063,9063,35541.203,2314.358074,8858,1717,310,2314.357936,0.815916979,0.007088418,3.50445E-07
9077,9077,42801.51081,1052.144284,9658,1425,310,1052.144428,0.982591692,0.003244124,4.21922E-07
9079,9079,659427.967,8441.398462,8862,1716,310,8441.398668,15.13844328,0.027920308,6.50205E-06
9085,9085,37652.7235,1869.149379,9660,1732,310,1869.149441,0.864391107,0.006590435,3.71175E-07
9087,9087,48589.72593,1747.845092,9661,1246,310,1747.845048,1.115471058,0.005474861,4.78992E-07
9089,9089,7529.749898,324.7917142,9056,1365,310,324.7918542,0.172860014,0.001023004,7.42439E-08
9103,9103,49364.94736,1309.37116,9468,1789,310,1309.371151,1.133267881,0.003914269,4.86657E-07
9108,9108,180555.5604,3301.774689,9062,1420,310,3301.774718,4.145001648,0.010813803,1.78026E-06
9109,9109,339216.2388,2852.772774,9470,1326,310,2852.772747,7.787364751,0.009292886,3.34404E-06
9113,9113,3576265.216,23808.62781,9667,1449,310,23808.62741,82.10007973,0.075038062,3.52526E-05
9120,9120,362442.1232,4578.098517,9472,1376,310,4578.098594,8.320559561,0.014248334,3.57311E-06
9132,9132,65780.94415,2296.177889,9672,0,0,2296.177989,1.510128604,0.007862556,6.48448E-07
9133,9133,708992.4384,7565.557836,8875,1416,310,7565.557802,16.2762919,0.025384756,6.99103E-06
9135,9135,22239.4082,1061.705873,9069,1834,310,1061.705906,0.510548309,0.003576264,2.19276E-07
9136,9136,101230.8211,1775.109943,9475,1434,310,1775.109988,2.32394916,0.005653162,9.97979E-07
9144,9144,186390.5,4258.477483,8878,1718,310,4258.477411,4.278954412,0.013420544,1.8378E-06
9149,9149,45810.24747,1326.619086,9479,1432,310,1326.619088,1.051662637,0.004147012,4.51618E-07
9151,9151,76328.51563,2599.691339,8879,1401,310,2599.691354,1.752268459,0.007860985,7.5262E-07
9156,9156,142575.0493,2852.051231,9679,1452,310,2852.051251,3.273085974,0.009154739,1.40547E-06
9164,9164,34434.00977,942.1404117,9076,1829,310,942.1404012,0.790499256,0.002990321,3.3951E-07
9165,9165,1206676.175,6053.655324,8883,1336,310,6053.655481,27.70158432,0.019422119,1.1898E-05
9167,9167,30971.59212,1631.815952,9077,1362,310,1631.816045,0.711012643,0.005714951,3.05379E-07
9179,9179,38182.5,1343.029437,8886,1343,310,1343.029379,0.876552949,0.004300865,3.7649E-07
9181,9181,555699.8411,12560.24926,9488,1476,310,12560.24932,12.75716329,0.044123532,5.47835E-06
9182,9182,117219.1992,1896.365239,8887,1400,310,1896.365148,2.690993565,0.005836295,1.15581E-06
9185,9185,21247.88898,1011.054965,9082,1463,310,1011.054934,0.487786582,0.002878187,2.09503E-07
9193,9193,1078783.596,10373.91822,9491,734,310,10373.9182,24.76556281,0.032687481,1.06346E-05
9204,9204,627829.0286,7934.514039,9085,1063,310,7934.514065,14.41302933,0.027376515,6.19033E-06
9208,9208,37531.44554,727.4810163,9496,1440,310,727.4809836,0.861606789,0.002344006,3.70001E-07
9209,9209,20349.5,1173.601058,8896,1340,310,1173.601036,0.467162054,0.003520279,2.00651E-07
9210,9210,58036.68295,1109.291301,9497,1816,310,1109.291304,1.332344211,0.00353221,5.7214E-07
9212,9212,34161.89453,1289.402418,8897,1388,310,1289.402372,0.784252313,0.004371656,3.3685E-07
9223,9223,78509.92381,3020.643099,9502,1328,310,3020.643148,1.802346527,0.009630645,7.73948E-07
9224,9224,448115.5733,6429.995548,9088,1464,310,6429.995523,10.2873586,0.020668917,4.41828E-06
9231,9231,345776.7716,6219.215998,9693,786,310,6219.215992,7.937974657,0.018710943,3.4084E-06
9236,9236,194396.2868,3800.092536,9505,0,0,3800.092484,4.46274278,0.011727627,1.91636E-06
9239,9239,27076.70829,735.463758,9506,1433,310,735.4637017,0.621598302,0.002296131,2.66933E-07
9240,9240,24285.38772,817.980147,9091,1364,310,817.9801523,0.557517947,0.002416094,2.39452E-07
9246,9246,68433.55725,2052.830007,9508,1806,310,2052.830133,1.57102433,0.006830623,6.74631E-07
9251,9251,22067.04863,795.2034882,9697,0,0,795.2035707,0.506591748,0.002512812,2.17532E-07
9252,9252,135214.5527,4135.986334,9094,1832,310,4135.986488,3.104111529,0.013780809,1.33317E-06
9253,9253,97486.00288,3117.625361,9698,790,310,3117.625281,2.237979941,0.010150922,9.60964E-07
9268,9268,150480.8118,2382.759255,8913,1417,310,2382.759369,3.454578223,0.008042353,1.48382E-06
9269,9269,26085.96384,598.0926133,9098,6160,0,598.0925818,0.598853623,0.001922047,2.57207E-07
9272,9272,47402.70021,1688.732193,9099,1198,310,1688.73228,1.088220498,0.005137978,4.67363E-07
9274,9274,3311586.089,14769.85014,9704,1238,310,14769.85021,76.02385998,0.046549621,3.26417E-05
9275,9275,403812.7532,5344.866025,9514,752,310,5344.865884,9.270301919,0.017766235,3.98078E-06
9277,9277,4042387.576,20824.37635,8915,1408,310,20824.37647,92.80082136,0.063918718,3.9856E-05
9279,9279,136068.0949,2734.116926,9705,778,310,2734.116932,3.123706131,0.00923687,1.34129E-06
9281,9281,27613.09961,624.7337477,8916,1384,310,624.7336917,0.633912091,0.002039874,2.72275E-07
9287,9287,143070.2051,1691.210857,8917,1383,310,1691.210848,3.284453342,0.005169333,1.41071E-06
9299,9299,1577643.6,15831.2287,8921,1064,310,15831.22889,36.21785846,0.05140426,1.55558E-05
9300,9300,71210.94337,2392.480741,9105,1842,310,2392.48073,1.634784797,0.007454075,7.02109E-07
9309,9309,17988.2414,617.5522169,9523,1436,310,617.5521346,0.4129547,0.001868831,1.77334E-07
9313,9313,249360.6569,3373.356054,9715,1451,310,3373.356082,5.724555878,0.010923756,2.4581E-06
9314,9314,149074.2148,2726.247476,8924,1397,310,2726.247525,3.422286772,0.009057568,1.46991E-06
9316,9316,20791.5918,701.6463469,9108,1833,310,701.6463453,0.477311067,0.002442066,2.04999E-07
9321,9321,45540.8462,1312.448063,9717,0,0,1312.447973,1.045478229,0.004081492,4.48916E-07
9327,9327,56507.85859,1490.365918,9110,1460,310,1490.365958,1.297247043,0.004864061,5.5716E-07
9328,9328,11675.10888,427.6562856,9719,6180,0,427.6563096,0.268024663,0.001284188,1.1509E-07
9332,9332,93668.36596,2457.991227,9111,1256,310,2457.991271,2.150338325,0.00741811,9.23495E-07
9333,9333,165841.7871,2086.710859,8929,1390,310,2086.710905,3.80721873,0.0065455,1.63523E-06
9334,9334,87835.01278,1660.468593,9530,1444,310,1660.468427,2.016422343,0.004830544,8.65898E-07
9335,9335,41050.24668,1373.8102,9112,1841,310,1373.810288,0.942388032,0.004805417,4.04744E-07
9338,9338,23533.5,1113.180709,8930,1347,310,1113.180695,0.540257014,0.00331278,2.32043E-07
9341,9341,330039.2484,5869.285385,9532,0,0,5869.285488,7.576688827,0.018433938,3.25347E-06
9345,9345,46278.70644,1543.707417,9723,0,0,1543.707334,1.062417017,0.004781757,4.56188E-07
9346,9346,741036.4841,5450.568131,9533,1377,310,5450.568126,17.01192462,0.016745607,7.30509E-06
9352,9352,229813.4603,4552.680413,9117,1407,310,4552.68039,5.275811646,0.013699387,2.26576E-06
9354,9354,10769.68852,673.3747743,9534,1807,310,673.3746914,0.247239014,0.002369069,1.0617E-07
9355,9355,138732.6857,3643.717487,8935,1369,310,3643.717567,3.184876772,0.011229991,1.36793E-06
9361,9361,36372.59575,1160.352642,9727,1730,310,1160.352693,0.835003107,0.003659668,3.58544E-07
9375,9375,179865.8687,2395.628083,9539,0,0,2395.627838,4.129168853,0.00742254,1.77315E-06
9377,9377,50199.00231,1915.16471,9733,1235,310,1915.16467,1.15241534,0.005856301,4.94843E-07
9385,9385,62631.77833,2104.205272,9736,775,310,2104.205354,1.437833852,0.006018119,6.17381E-07
9388,9388,46964.72197,1825.003934,9738,1449,310,1825.003826,1.078165943,0.005635113,4.62945E-07
9389,9389,42135.05801,1052.715696,9129,1462,310,1052.715707,0.967291645,0.003456482,4.15443E-07
9395,9395,33846.35637,3396.534156,9132,1409,310,3396.534238,0.777008584,0.010565613,3.33704E-07
9396,9396,585595.4876,9299.938328,9133,1373,310,9299.938459,13.4434759,0.028222709,5.77334E-06
9399,9399,14191.43499,788.4068102,9138,0,0,788.4067239,0.325792003,0.002362918,1.3992E-07
9413,9413,27943.7071,1468.772634,8641,1743,310,1468.772577,0.641501908,0.004885382,2.75555E-07
9415,9415,108329.1736,2167.008022,8743,1364,310,2167.007988,2.486906056,0.006795018,1.06823E-06
9418,9418,472307.0843,3019.585714,9144,1165,310,3019.585648,10.84272174,0.010179384,4.65658E-06
9421,9421,9729.551496,635.5136885,8644,1768,310,635.5136838,0.223360703,0.002227799,9.59441E-08
9423,9423,44814.29601,1040.84026,8745,1396,310,1040.840223,1.028798514,0.003237576,4.41915E-07
9425,9425,57988.91022,2748.709598,9146,0,0,2748.709875,1.331247215,0.009178993,5.7175E-07
9432,9432,181144.6836,2706.648429,8748,1399,310,2706.648366,4.15852643,0.008509195,1.78621E-06
9435,9435,902074.0328,6750.68886,9149,1163,310,6750.688782,20.70885308,0.020884332,8.89349E-06
9443,9443,19261.25192,995.6596723,8752,1355,310,995.6596245,0.442179301,0.003224085,1.89931E-07
9446,9446,68796.4175,1746.210274,8753,0,0,1746.210212,1.579354807,0.005316525,6.78396E-07
9448,9448,37594.75493,1561.675821,8754,1361,310,1561.675852,0.863060234,0.005364993,3.70713E-07
9452,9452,16491.62785,509.9478332,8755,1729,310,509.9477129,0.378597009,0.001547458,1.6262E-07
9457,9457,42007.22132,858.4970723,9157,1839,310,858.4970624,0.964356871,0.002778712,4.1417E-07
9460,9460,24299.39889,815.4005546,8758,1359,310,815.4004903,0.557839847,0.002432602,2.39618E-07
9468,9468,36756.81427,1762.509744,8659,1361,310,1762.509825,0.843823745,0.005647659,3.62474E-07
9470,9470,752212.028,8743.542255,9161,0,0,8743.542149,17.26848125,0.029314235,7.41654E-06
9473,9473,20959.39122,580.1321173,8661,0,0,580.132062,0.481163192,0.001756329,2.06682E-07
9474,9474,51737.76104,1628.126307,9343,1804,310,1628.126513,1.187740386,0.005120918,5.10071E-07
9479,9479,84639.32074,1727.857768,9344,1792,310,1727.85785,1.943059338,0.005502146,8.34443E-07
9481,9481,241686.558,2831.226395,8663,1400,310,2831.226491,5.548382483,0.009051912,2.38333E-06
9483,9483,37284.65214,909.654434,8764,1401,310,909.654402,0.855941217,0.002755205,3.67663E-07
9488,9488,56437.89407,1882.716167,9165,1856,310,1882.71615,1.295640687,0.006066399,5.56451E-07
9501,9501,109819.4367,1803.406692,9169,1840,310,1803.406717,2.521117524,0.006037957,1.08276E-06
9502,9502,838098.5601,11189.4809,8770,1407,310,11189.48081,19.24017227,0.036317754,8.26421E-06
9513,9513,42929.40711,1529.254513,8671,1448,310,1529.25442,0.985527427,0.005144605,4.23345E-07
9514,9514,77823.01057,1470.63229,8773,1337,310,1470.632382,1.786577621,0.004457974,7.67386E-07
9515,9515,29132.17885,940.7653058,9173,1457,310,940.7652388,0.66878541,0.002898809,2.87234E-07
9522,9522,223587.6067,3202.953669,8775,1360,310,3202.953821,5.132885506,0.009455178,2.20475E-06
9523,9523,251748.476,2633.758556,9176,1333,310,2633.758685,5.779372984,0.007989079,2.48203E-06
9532,9532,45910.37273,2334.167746,8676,1385,310,2334.167836,1.053961341,0.007412456,4.5272E-07
9534,9534,71493,2506.585941,8779,0,0,2506.585858,1.641260141,0.007557648,7.04957E-07
9535,9535,12045.67286,882.6742094,8677,0,0,882.6742859,0.2765316,0.002927325,1.18783E-07
9537,9537,275665.2862,4210.590625,9354,1323,310,4210.590641,6.328429757,0.014031361,2.71768E-06
9538,9538,22942.30219,866.3663093,9180,1171,310,866.3663122,0.526684869,0.002657681,2.26191E-07
9539,9539,1225210.083,8347.576812,8678,1384,310,8347.576699,28.12706589,0.027270185,1.20815E-05
9543,9543,367797.5417,5517.351025,8781,1406,310,5517.350955,8.443502397,0.018516817,3.62681E-06
9544,9544,79892.27403,1558.168845,8938,1368,310,1558.168864,1.834081373,0.004602289,7.87763E-07
9554,9554,65810.23072,1585.931603,9543,1788,310,1585.931646,1.510801199,0.004998165,6.48767E-07
9564,9564,55569.23633,2331.170981,8942,1837,310,2331.170956,1.275699115,0.008032093,5.47923E-07
9573,9573,299317.4755,3824.609799,8684,1365,310,3824.609771,6.87141136,0.01296681,2.95156E-06
9585,9585,15451.81838,484.603314,8686,1355,310,484.6033221,0.354726418,0.001491969,1.52374E-07
9594,9594,59227.80993,1071.796764,8946,1370,310,1071.796609,1.359688967,0.003254011,5.84005E-07
9597,9597,90940.09908,2004.465766,8688,0,0,2004.465922,2.087705597,0.006711993,8.96757E-07
9598,9598,36479.2611,1875.823607,9190,732,310,1875.823613,0.837451794,0.005790015,3.59661E-07
9599,9599,8908.363132,410.8395184,9550,1373,310,410.8394367,0.204508719,0.001369583,8.78216E-08
9602,9602,47335.58984,1875.584249,8947,1838,310,1875.584075,1.086679892,0.006374796,4.66736E-07
9608,9608,178168.9587,3194.249715,8948,1363,310,3194.2496,4.090212866,0.010832209,1.7568E-06
9610,9610,37902.04485,1251.643077,9193,1812,310,1251.642974,0.870114474,0.004066757,3.73691E-07
9617,9617,67657.83027,3937.233955,8794,0,0,3937.233972,1.553216661,0.013258176,6.67174E-07
9621,9621,362021.622,3345.452188,9554,0,0,3345.452227,8.310906124,0.010841249,3.56882E-06
9622,9622,54535.996,1190.690063,8950,1712,310,1190.690018,1.251979248,0.003808678,5.37726E-07
9626,9626,9677.185786,365.0076137,9196,1458,310,365.0075641,0.222158438,0.001174488,9.54135E-08
9627,9627,77130.81574,1843.096753,9555,1436,310,1843.096735,1.770687242,0.005919856,7.60351E-07
9630,9630,208444.3461,5480.912534,8694,1363,310,5480.912541,4.785242466,0.018544545,2.05548E-06
9631,9631,798046.2129,7771.825521,8952,1389,310,7771.82555,18.32069418,0.025816505,7.86875E-06
9634,9634,184771.5,4059.268998,8797,1714,310,4059.268891,4.24178654,0.012608561,1.82192E-06
9643,9643,652373.5469,5183.475364,8798,1408,310,5183.475408,14.97649552,0.015698861,6.43274E-06
9645,9645,54330.43126,1343.849093,9558,1424,310,1343.849198,1.247260044,0.004308481,5.35587E-07
9651,9651,196936.0626,4993.833462,9559,1371,310,4993.833281,4.521047996,0.016217039,1.94142E-06
9652,9652,261702.7051,3825.114352,8956,0,0,3825.114292,6.00789125,0.012167169,2.58036E-06
9656,9656,20032,1458.111174,8800,1344,310,1458.111083,0.459873331,0.004331858,1.97527E-07
9657,9657,33614.76009,1001.015643,8957,0,0,1001.015549,0.771691682,0.003440824,3.31454E-07
9658,9658,288165.1691,3998.582628,9560,1386,310,3998.582714,6.615388243,0.012644663,2.84073E-06
9660,9660,2059797.574,15388.03443,8801,1398,310,15388.03418,47.28663486,0.047118262,2.03096E-05
9671,9671,6998.407757,333.9768339,9203,1800,310,333.9767892,0.160661936,0.001013935,6.90002E-08
9672,9672,19736.54648,1010.201439,8700,1391,310,1010.201482,0.453090562,0.003150905,1.9462E-07
9673,9673,118888,2670.641182,8803,1342,310,2670.641271,2.729303259,0.008283476,1.17229E-06
9678,9678,84341.28327,2143.377781,8961,1415,310,2143.377752,1.936217086,0.007385637,8.31631E-07
9683,9683,19411.16728,800.8231305,9564,1372,310,800.8230512,0.445620767,0.002773933,1.91361E-07
9688,9688,2774442.551,21984.80778,9380,1381,310,21984.80765,63.69269076,0.068997802,2.735E-05
9695,9695,84240.49439,1604.345029,9381,1374,310,1604.345082,1.933903551,0.005294544,8.30516E-07
9703,9703,1143917.58,11019.03691,9313,0,0,11019.037,26.26083938,0.035214002,1.12775E-05
9708,9708,2758380.445,17935.47361,8705,1428,310,17935.47364,63.32395575,0.056055311,2.71986E-05
9715,9715,281981.7331,3485.323442,9571,1785,310,3485.323373,6.473435537,0.011010755,2.77977E-06
9719,9719,89212.00629,3556.367797,8707,1457,310,3556.367909,2.048034314,0.011812472,8.797E-07
9720,9720,44978.477,1206.204579,8810,1713,310,1206.20447,1.032567719,0.003687865,4.43513E-07
9723,9723,22106.99447,746.1212587,9572,1437,310,746.1212141,0.507508733,0.002225488,2.17934E-07
9725,9725,9199.5,533.7544992,8811,1339,310,533.7545066,0.211192304,0.001607621,9.07126E-08
9726,9726,182824.0154,2738.063772,9317,1393,310,2738.063752,4.197078641,0.008520611,1.80243E-06
9729,9729,21516.95426,949.601475,9386,744,310,949.6014358,0.493963185,0.003011837,2.12126E-07
9731,9731,600335.5853,6420.780672,9318,1324,310,6420.780588,13.78186336,0.021050616,5.91845E-06
9739,9739,32935.84436,989.8054187,9319,1793,310,989.805415,0.756105966,0.003165198,3.24713E-07
9740,9740,1560595.925,11376.51551,8814,1199,310,11376.51573,35.82649713,0.035501023,1.53873E-05
9746,9746,3329517.144,32959.10219,9389,2050,310,32959.10219,76.43550119,0.109573298,3.2824E-05
9750,9750,121232.6877,3821.2611,8712,1383,310,3821.261003,2.783131018,0.01256155,1.19546E-06
9752,9752,40323.0142,2347.702251,9577,1389,310,2347.702293,0.925693112,0.006503608,3.97501E-07
9754,9754,135284,3054.916716,8816,1715,310,3054.916579,3.105705931,0.00971779,1.33396E-06
9772,9772,30959.46392,1086.702079,8716,1354,310,1086.70208,0.710734199,0.003330149,3.05294E-07
9774,9774,168889.8608,1855.35663,9393,1375,310,1855.356706,3.877193089,0.005719705,1.66504E-06
9787,9787,90248.90984,1289.352787,9327,746,310,1289.352704,2.071838295,0.003991929,8.89742E-07
9794,9794,6384.590791,316.831422,9583,1383,310,316.8313208,0.146570515,0.001067901,6.29409E-08
9802,9802,101838.6923,1331.954235,9330,1472,310,1331.954209,2.337903942,0.004230304,1.00404E-06
9804,9804,294120.1545,4256.109135,8982,1419,310,4256.109077,6.752096094,0.014333579,2.90006E-06
9805,9805,47553.54688,1358.415113,8825,1387,310,1358.415024,1.091683265,0.004517933,4.68907E-07
9807,9807,24503.49407,987.0472385,9331,728,310,987.0471466,0.562524735,0.003231199,2.41576E-07
9820,9820,460.3893345,106.9520943,8722,1392,310,106.9519843,0.010569117,0.000361184,4.5398E-09
9826,9826,20830.63462,639.9500631,9402,1473,310,639.9500313,0.478207576,0.001917777,2.05367E-07
9844,9844,15489.92657,715.755413,8989,0,0,715.7554108,0.355601053,0.002085479,1.52733E-07
9851,9851,89062.0925,3976.258335,8833,1186,310,3976.258264,2.044592681,0.012075628,8.78178E-07
9856,9856,10303.5752,444.4956116,9592,1440,310,444.495577,0.236538387,0.001416375,1.01572E-07
9857,9857,359952.7828,6864.136119,8729,1382,310,6864.136288,8.263411677,0.021313824,3.54938E-06
9863,9863,323842.6114,4577.2221,9593,1438,310,4577.22192,7.434432839,0.014171352,3.19236E-06
9865,9865,250870.8828,6209.837143,9409,1327,310,6209.8372,5.759225955,0.019935198,2.47318E-06
9866,9866,26707.4532,1364.698131,8836,0,0,1364.698128,0.613121351,0.004508492,2.63358E-07
9869,9869,54364.00487,1116.628349,9594,0,0,1116.6283,1.248030752,0.003543792,5.35916E-07
9874,9874,136736.3945,2293.728529,8732,1405,310,2293.728364,3.139048314,0.007522401,1.34837E-06
9876,9876,57917.60938,1434.437393,8995,1836,310,1434.43736,1.32961058,0.004809045,5.71067E-07
9878,9878,75579.97762,1395.601847,9411,0,0,1395.601854,1.73508432,0.004083963,7.45104E-07
9881,9881,40.02265715,53.54057277,8735,1364,310,53.54056085,0.00091879,0.000190763,3.94643E-10
9883,9883,397994.2605,6650.151544,9412,0,0,6650.151854,9.136727128,0.020545713,3.92356E-06
9885,9885,2581835.872,18803.73781,9597,1744,310,18803.73753,59.27103338,0.05951563,2.54494E-05
9886,9886,48566.37958,1403.033569,8997,1422,310,1403.033728,1.114935189,0.00486604,4.78872E-07
9891,9891,96551.82629,1999.240801,9414,0,0,1999.24092,2.216533497,0.005954872,9.51848E-07
9893,9893,70972.01228,1891.411206,8999,1362,310,1891.41116,1.629299699,0.006135817,6.99771E-07
9896,9896,72728.4043,3060.991685,9000,1405,310,3060.991717,1.669620865,0.010410818,7.1709E-07
9897,9897,86420.95556,1380.286151,9416,1439,310,1380.286166,1.983960286,0.004443069,8.51999E-07
9901,9901,77764.04102,2664.563591,9002,1835,310,2664.56353,1.785223728,0.009209866,7.66748E-07
9902,9902,51836.81862,1019.204355,9418,1474,310,1019.204346,1.190014253,0.003327158,5.11049E-07
9905,9905,145949.0351,1677.164268,9419,1442,310,1677.164199,3.3505419,0.005239449,1.43886E-06
9909,9909,38372.58937,1527.760463,9420,1164,310,1527.760413,0.880916812,0.004916643,3.7829E-07
9910,9910,59600.82476,1103.626696,9605,1482,310,1103.62666,1.368252207,0.003312825,5.87544E-07
9924,9924,170638.9375,3333.586904,9425,1381,310,3333.586836,3.917346466,0.009551272,1.68224E-06
9928,9928,930841.1819,6858.020456,9427,751,310,6858.020771,21.36925862,0.022466121,9.1766E-06
9942,9942,351616.625,3124.886648,9615,1382,310,3124.886631,8.072039417,0.009727745,3.46619E-06
9945,9945,89625.71662,2160.822649,9016,1414,310,2160.822711,2.057531858,0.007363028,8.8372E-07
9950,9950,363257.4792,3811.539546,9434,750,310,3811.53946,8.339277561,0.011026804,3.58107E-06
9953,9953,67856.06747,1570.914545,9619,0,0,1570.914574,1.55776705,0.005048988,6.6891E-07
9955,9955,1289981.289,10502.40328,9620,1429,310,10502.4034,29.6140141,0.033263255,1.27157E-05
9959,9959,26005.25586,1556.875883,9021,1402,310,1556.875997,0.597000993,0.005298543,2.56407E-07
9968,9968,1067093.025,8320.791999,9439,1438,310,8320.792024,24.49718323,0.026729546,1.05196E-05
9969,9969,33563.35767,873.2471452,9625,1455,310,873.2469798,0.77051178,0.002880828,3.30869E-07
9981,9981,1198112.433,9563.502742,9030,1393,310,9563.502812,27.50498642,0.029500088,1.18127E-05
9985,9985,48071.53025,1441.20563,9632,1447,310,1441.205597,1.103574776,0.004566399,4.73889E-07
9989,9989,648283.5826,7464.523343,9034,1184,310,7464.52316,14.88260352,0.024656721,6.39166E-06
9990,9990,4208127.979,19490.76392,9634,1729,310,19490.76386,96.60571267,0.063203602,4.14807E-05
10004,10004,626902.5803,5441.312957,10799,1643,310,5441.312864,14.39176012,0.016712816,6.1767E-06
10039,10039,172385.4553,3664.731717,10810,1663,310,3664.731729,3.957441597,0.011970132,1.69848E-06
10043,10043,1714838.448,12091.99718,10811,2400,310,12091.99727,39.36743149,0.037892253,1.68959E-05
10044,10044,197424.8752,2891.759878,10211,1552,310,2891.759884,4.532269477,0.00914839,1.94572E-06
10046,10046,3317417.532,21280.5179,10212,1563,310,21280.5176,76.15773173,0.067723216,3.26932E-05
10053,10053,183793.0655,2475.532404,10214,1756,310,2475.532353,4.219324827,0.008193961,1.81138E-06
10058,10058,1345002.72,9498.341693,10215,868,310,9498.34176,30.87713709,0.03229954,1.32555E-05
10070,10070,76311.46686,2063.579822,10449,1587,310,2063.579779,1.751877317,0.006834518,7.52015E-07
10076,10076,65462.18696,1550.358845,9959,0,0,1550.35866,1.502811149,0.00486053,6.45222E-07
10079,10079,62187.61489,1187.048436,10870,965,310,1187.048335,1.427636728,0.003659099,6.12702E-07
10081,10081,79138.36215,2556.270421,10046,1766,310,2556.270525,1.81677373,0.007663919,7.79994E-07
10084,10084,143318.5383,1986.842202,10871,8,310,1986.842103,3.290154019,0.00665832,1.41207E-06
10087,10087,4732899.947,14092.77219,10220,1564,310,14092.77221,108.6528671,0.045594141,4.66435E-05
10090,10090,1188531.149,7374.048003,10553,913,310,7374.047944,27.28502983,0.022714994,1.17114E-05
10093,10093,203642.3669,4658.138248,10453,926,310,4658.138224,4.675004016,0.014008183,2.00673E-06
10101,10101,24370.40378,1346.137442,10050,863,310,1346.137303,0.55946989,0.004605206,2.402E-07
10104,10104,87745.66135,2261.163388,10051,1544,310,2261.163334,2.014371456,0.00705782,8.64838E-07
10107,10107,557197.8364,4757.196329,10455,1585,310,4757.196541,12.79155344,0.015945932,5.49093E-06
10120,10120,86436.22718,1771.459061,9966,871,310,1771.459159,1.984310885,0.005588136,8.51953E-07
10123,10123,15098.29136,505.1073481,9967,1602,310,505.1072553,0.346610462,0.001620612,1.48816E-07
10140,10140,57459.31223,1878.953062,10461,1588,310,1878.952907,1.319089389,0.00548384,5.66227E-07
10143,10143,51637.97533,1581.065805,10057,0,0,1581.065783,1.185449663,0.004606456,5.08952E-07
10179,10179,31560.49219,1193.959458,10568,1584,310,1193.959455,0.724532092,0.003997218,3.10999E-07
10187,10187,22611.60289,1015.281527,10065,0,0,1015.281667,0.51909302,0.002863062,2.22863E-07
10195,10195,61548.14071,1753.534469,10888,964,310,1753.534527,1.412956296,0.005698475,6.06396E-07
10196,10196,80255.05635,2903.366303,10236,1754,310,2903.366167,1.842410066,0.009290337,7.90948E-07
10197,10197,30889.15569,917.6642117,9743,1737,310,917.6643311,0.709120441,0.003117821,3.0449E-07
10200,10200,240520.8528,3305.040508,10067,1607,310,3305.040484,5.521621136,0.010434983,2.37053E-06
10203,10203,13673.39496,802.653892,9979,856,310,802.6538298,0.313899408,0.002385834,1.34772E-07
10218,10218,276716.9235,7686.127745,10069,1460,310,7686.127772,6.352571474,0.026097917,2.72731E-06
10222,10222,671522.0857,4185.968284,10297,1467,310,4185.968406,15.41608799,0.013617166,6.61798E-06
10251,10251,11613.37315,578.9257623,10073,1558,310,578.9257041,0.266607316,0.002019695,1.14465E-07
10252,10252,2376511.14,15773.44912,9750,776,310,15773.44913,54.55740715,0.051905933,2.34248E-05
10260,10260,77107.16661,2498.116115,10578,1769,310,2498.11601,1.770143744,0.007524202,7.59795E-07
10273,10273,777395.542,8683.090177,9752,0,0,8683.09022,17.84661642,0.02777674,7.66286E-06
10275,10275,69829.32861,3337.290997,10076,1278,310,3337.290871,1.603067007,0.011020852,6.88249E-07
10284,10284,14037826.39,47329.06186,9754,1483,310,47329.06189,322.2654393,0.151080634,0.000138364
10286,10286,40576.18505,1202.975165,10481,917,310,1202.975337,0.931504843,0.004084506,3.99853E-07
10293,10293,130818.4197,2295.365449,9755,1243,310,2295.365452,3.003190071,0.006885998,1.28954E-06
10300,10300,13085.08721,638.2405919,10079,862,310,638.2405805,0.300393372,0.002229523,1.28969E-07
10305,10305,132863.6467,1576.795857,10483,1590,310,1576.795754,3.05014182,0.004864675,1.3093E-06
10308,10308,28082.56336,906.0517063,10309,1305,310,906.0516424,0.644689672,0.00290589,2.76765E-07
10313,10313,112755.953,2952.248589,10080,1603,310,2952.248654,2.588530975,0.008998064,1.11132E-06
10323,10323,94019.50014,3077.935743,10310,1593,310,3077.935695,2.158399413,0.010286246,9.26579E-07
10341,10341,20975.55024,553.5855029,9993,0,0,553.5854291,0.481534285,0.001798327,2.06749E-07
10342,10342,977606.9018,8642.019261,10084,859,310,8642.019326,22.4428561,0.02841975,9.63515E-06
10351,10351,361723.3693,4501.1256,9762,1738,310,4501.125488,8.304058825,0.013870792,3.56558E-06
10352,10352,42380.25898,2372.760953,10589,1250,310,2372.760965,0.972920426,0.00808212,4.17616E-07
10355,10355,144303.7984,4038.333041,9861,787,310,4038.333031,3.31277267,0.012416862,1.42236E-06
10365,10365,586075.4445,7052.546407,9763,1742,310,7052.546451,13.45449482,0.02264347,5.77697E-06
10370,10370,134517.6968,2605.734941,9863,0,0,2605.734913,3.088113608,0.008246864,1.32591E-06
10375,10375,102886.0647,2358.66564,10698,1669,310,2358.665387,2.361948406,0.007755366,1.01378E-06
