OBJECTID,FID,AREA,PERIMETER,WOODLAND_,WOODLAND_I,NATURE_COD,Shape_Leng,Acres,Shape_Length,Shape_Area
7744,7744,35712.48948,1534.960467,7125,837,310,1534.96037,0.819849103,0.004906633,3.52342E-07
7755,7755,43541.45788,1591.761268,7223,1527,310,1591.761327,0.999578215,0.005239066,4.29574E-07
7756,7756,275227.1448,5016.685393,7128,1549,310,5016.68536,6.318371018,0.016168606,2.71543E-06
7757,7757,223118.0094,3966.295953,6671,1290,310,3966.295937,5.122105246,0.011490671,2.20163E-06
7758,7758,77490.70112,1482.229514,7224,1423,310,1482.229423,1.778948534,0.004739035,7.64526E-07
7759,7759,30452.20593,1467.671867,7129,0,0,1467.671832,0.699089405,0.00422289,3.00441E-07
7787,7787,26391.42222,954.8901005,7135,2405,310,954.8901875,0.605866173,0.00279003,2.60387E-07
7790,7790,40930.1324,1612.642855,6679,879,310,1612.642997,0.939630485,0.005030103,4.03879E-07
7794,7794,68835.23993,1961.300192,7233,1424,310,1961.300124,1.580246099,0.005657052,6.79123E-07
7796,7796,48494.4308,1024.167658,7138,2406,310,1024.167684,1.113283359,0.003103344,4.78464E-07
7798,7798,2999561.066,17162.45034,6582,929,310,17162.45039,68.86072265,0.055002398,2.95979E-05
7811,7811,71999.02412,1027.449085,6684,1536,310,1027.449001,1.652876655,0.003410111,7.10475E-07
7814,7814,442682.11,3931.220269,6586,1603,310,3931.220256,10.16262378,0.012381701,4.36836E-06
7818,7818,28877.25195,1517.22908,6587,0,0,1517.229194,0.662933086,0.004738368,2.84955E-07
7824,7824,29636.65344,1720.858101,7145,1422,310,1720.858176,0.680366794,0.00566048,2.92404E-07
7826,7826,1222802.045,8453.779935,6589,946,310,8453.779998,28.07178496,0.026027844,1.2066E-05
7830,7830,45992.75585,1435.065321,7146,1522,310,1435.065338,1.055853003,0.004253637,4.53764E-07
7834,7834,356638.648,6432.709904,7243,827,310,6432.709706,8.18732952,0.021100686,3.51844E-06
7841,7841,239001.0636,3396.50706,7149,0,0,3396.506973,5.486731502,0.011035962,2.35799E-06
7861,7861,205120.1105,4902.156484,7154,1536,310,4902.156472,4.70892854,0.015357676,2.02367E-06
7863,7863,81305.19003,4640.58839,6698,2540,310,4640.588348,1.86651785,0.016507837,8.02312E-07
7864,7864,124360.0202,1867.169226,7155,1547,310,1867.169247,2.854924539,0.006076803,1.22696E-06
7872,7872,176670.6893,2829.65198,7252,1338,310,2829.651922,4.055817235,0.00816853,1.74298E-06
7881,7881,87473.74574,3654.530562,6603,1289,310,3654.530537,2.008129216,0.013027281,8.63212E-07
7882,7882,33680.92578,1408.395795,6702,0,0,1408.395959,0.773210901,0.004197317,3.32344E-07
7884,7884,79746.64592,1906.999868,7255,0,0,1906.999849,1.83073835,0.006184051,7.86776E-07
7891,7891,123628.6747,2351.263808,7162,814,310,2351.263743,2.83813523,0.007705677,1.2197E-06
7893,7893,16077.91681,758.7189622,7257,1339,310,758.7190071,0.369099769,0.00239665,1.58623E-07
7895,7895,7286.43107,351.7271053,7258,1551,310,351.7270929,0.167274131,0.001185829,7.18871E-08
7902,7902,921503.4359,20369.84958,7259,1330,310,20369.84964,21.15489362,0.065194857,9.09017E-06
7906,7906,30063.93018,1141.816243,7260,828,310,1141.816317,0.690175564,0.003709587,2.96601E-07
7910,7910,97461.77837,2366.280593,7261,816,310,2366.280548,2.23742381,0.007376694,9.61509E-07
7916,7916,480438.871,8676.728778,7168,845,310,8676.728766,11.02940271,0.028039516,4.73977E-06
7917,7917,41742.66451,1173.15513,7263,847,310,1173.155163,0.95828339,0.003926248,4.11818E-07
7924,7924,33380.91982,2053.48587,6713,1535,310,2053.485878,0.76632374,0.006503071,3.29388E-07
7937,7937,730642.0545,11301.02909,6617,0,0,11301.02916,16.7733002,0.033835131,7.20974E-06
7942,7942,121576.4072,2695.192379,7270,1425,310,2695.192383,2.791021426,0.009085095,1.19945E-06
7950,7950,38061.638,1896.234424,6720,1538,310,1896.234308,0.873778483,0.005881401,3.75577E-07
7954,7954,312949.5503,3111.312893,6620,1287,310,3111.31298,7.184361447,0.00885847,3.08817E-06
7957,7957,386039.1922,6649.068405,7178,817,310,6649.068544,8.862275213,0.021125458,3.80855E-06
7958,7958,343408.528,6904.561262,6621,880,310,6904.561231,7.883606673,0.021570202,3.38859E-06
7963,7963,112965.8971,2320.46002,7275,815,310,2320.460096,2.593350506,0.007598754,1.11446E-06
7966,7966,147352.5004,2538.529812,7276,1533,310,2538.529867,3.382761549,0.007628481,1.45371E-06
7968,7968,20964.23517,1856.138152,6725,1537,310,1856.138235,0.48127483,0.005474712,2.06866E-07
7978,7978,39175.32808,1007.768209,7279,1550,310,1007.768144,0.899345313,0.003127935,3.86495E-07
7983,7983,37838.46214,1058.047025,7184,1341,310,1058.047076,0.868655057,0.003453184,3.73319E-07
7985,7985,118462.9242,2669.866149,7281,1515,310,2669.866131,2.719546335,0.007542158,1.16869E-06
7986,7986,87052.48196,1564.282181,6628,1600,310,1564.282163,1.998457892,0.005377546,8.59034E-07
7987,7987,32222.05576,1239.199368,7185,835,310,1239.19947,0.739719865,0.004011751,3.17899E-07
7990,7990,32881.07896,2039.845232,6732,1330,310,2039.845279,0.754848911,0.006796226,3.24458E-07
7998,7998,58424.5375,2065.555103,7285,1418,310,2065.555066,1.341248351,0.006683817,5.76406E-07
8000,8000,7332835.485,31375.56792,6633,1288,310,31375.56783,168.3394112,0.102594947,7.23576E-05
8001,8001,86186.792,2035.192196,8286,1750,310,2035.192119,1.978584814,0.006297183,8.49983E-07
8002,8002,763.4898565,115.8913984,7886,1517,310,115.8915025,0.017527419,0.000368544,7.5309E-09
8003,8003,71.67578125,56.4237342,8287,1433,310,56.42375874,0.001645449,0.000200331,7.06911E-10
8004,8004,67123.09685,2947.584016,7887,1515,310,2947.583934,1.540940299,0.009023086,6.62065E-07
8009,8009,37678.27067,2059.587752,8290,1425,310,2059.587801,0.86497769,0.006950166,3.71592E-07
8010,8010,213676.3633,3459.941491,7890,0,0,3459.941464,4.905354161,0.011429624,2.10753E-06
8017,8017,34954.27902,1144.329814,7893,0,0,1144.329664,0.802443107,0.003935098,3.44768E-07
8022,8022,25994.9306,1424.99858,8386,1368,310,1424.998624,0.596763928,0.00493883,2.56361E-07
8024,8024,383412.1599,6199.214946,7896,2496,310,6199.214909,8.801966893,0.019228528,3.78185E-06
8029,8029,182424.4367,3484.979978,7587,1819,310,3484.980061,4.187905197,0.011618581,1.79954E-06
8030,8030,20340.86907,670.4109953,8388,1377,310,670.4108546,0.466964022,0.002065859,2.006E-07
8031,8031,1130697.557,7140.586859,8299,1416,310,7140.586896,25.9573484,0.023860501,1.11509E-05
8034,8034,49874.41696,1784.872756,7589,1570,310,1784.872796,1.144963653,0.00529624,4.91976E-07
8043,8043,38872.31886,1444.753536,7591,766,310,1444.753448,0.892389309,0.004977249,3.83459E-07
8047,8047,102925.377,2850.777716,8392,1846,310,2850.777585,2.362850402,0.008954628,1.01505E-06
8048,8048,9759.04257,381.2040089,7593,765,310,381.2039234,0.22403758,0.001243367,9.6269E-08
8052,8052,35240.24296,1054.249535,7594,1500,310,1054.24956,0.809007889,0.003610153,3.47635E-07
8058,8058,780032.538,4238.027139,7904,185,310,4238.027126,17.90715449,0.013427649,7.69392E-06
8065,8065,433804.5836,8224.240239,7905,1694,310,8224.240144,9.958822653,0.025951654,4.27863E-06
8070,8070,168631.1071,2665.652964,7906,1696,310,2665.652996,3.871252972,0.008041117,1.66323E-06
8085,8085,67995.71934,1829.208276,8404,1369,310,1829.208195,1.560973525,0.006185225,6.70568E-07
8105,8105,111367.7327,2432.610014,7604,1501,310,2432.61015,2.556661586,0.007637815,1.09859E-06
8108,8108,39097.67529,1513.34089,7605,0,0,1513.340736,0.897562763,0.004873432,3.85681E-07
8119,8119,272783.7188,3044.68048,7920,2483,310,3044.680505,6.262277631,0.009830569,2.69066E-06
8123,8123,24213.10252,788.1961588,7921,0,0,788.1959767,0.555858389,0.002709852,2.38819E-07
8124,8124,34760.50565,1217.627711,7609,2437,310,1217.62771,0.797994708,0.004095973,3.42906E-07
8127,8127,15548.05722,592.6599839,7922,1512,310,592.659933,0.356935705,0.001960596,1.53359E-07
8136,8136,11731.33292,406.944884,8414,1747,310,406.9448763,0.269315387,0.001296432,1.15693E-07
8141,8141,22904.94824,994.5356632,7786,0,0,994.5356417,0.525827371,0.003382719,2.25934E-07
8143,8143,38833.02338,1097.889866,8417,1359,310,1097.88994,0.891487,0.003596675,3.82975E-07
8148,8148,13562.54996,634.2728863,7926,1546,310,634.2729057,0.311354566,0.001913097,1.33771E-07
8158,8158,34153.15475,992.2174241,8330,1514,310,992.2174608,0.784051697,0.003081049,3.36829E-07
8165,8165,136435.2798,1712.35218,7617,1229,310,1712.352133,3.132135434,0.005814953,1.34583E-06
8167,8167,296796.2064,5690.269471,8422,1372,310,5690.269597,6.813530425,0.017722492,2.92686E-06
8175,8175,882162.0567,7220.787255,7619,1228,310,7220.787255,20.25173567,0.022527565,8.70172E-06
8187,8187,159200.127,3747.54604,8334,1417,310,3747.545985,3.654746317,0.011137314,1.57E-06
8201,8201,120362.0547,2758.605034,7687,1494,310,2758.605068,2.763143235,0.009151212,1.18728E-06
8202,8202,55801.83642,2018.954853,7793,1416,310,2018.954857,1.28103906,0.006477069,5.50411E-07
8203,8203,321610.3279,3876.384295,8427,1769,310,3876.38441,7.383186862,0.01236457,3.1716E-06
8209,8209,81223.61048,3184.807885,8337,1378,310,3184.807742,1.864645037,0.010388712,8.01023E-07
8214,8214,457130.7031,7037.067101,7996,1870,310,7037.067047,10.49431972,0.023033788,4.50868E-06
8217,8217,17099.36035,893.9406143,8544,0,0,893.940603,0.392549095,0.003112823,1.68625E-07
8224,8224,20882.45693,1128.006371,8545,1373,310,1128.006322,0.479397041,0.003200224,2.05931E-07
8239,8239,33655.16473,990.654469,7939,1348,310,990.6544352,0.772619667,0.003251755,3.3196E-07
8243,8243,574103.4954,7767.47505,7629,2484,310,7767.474873,13.17965628,0.023896315,5.66312E-06
8250,8250,134416.9482,1809.789366,8548,1449,310,1809.789267,3.085801106,0.005770977,1.32559E-06
8253,8253,929597.5178,9643.44617,7800,1719,310,9643.446282,21.34070818,0.032572575,9.16923E-06
8273,8273,209068.1133,4917.260843,8345,1868,310,4917.260676,4.799562511,0.015325891,2.06184E-06
8275,8275,35816.63301,1077.501435,7803,1581,310,1077.501385,0.822240084,0.003627669,3.53284E-07
8286,8286,112338.6484,2240.807985,8553,1420,310,2240.807958,2.578950936,0.007120017,1.10782E-06
8288,8288,37955.7836,1251.260537,8086,1346,310,1251.260476,0.871348293,0.004209575,3.74362E-07
8293,8293,14773.76198,495.0784156,8006,1549,310,495.078391,0.339160283,0.001562848,1.45714E-07
8296,8296,48707.73944,1010.152468,8439,1365,310,1010.152461,1.118180305,0.003063031,4.80356E-07
8299,8299,35330.76072,1340.964261,8348,1748,310,1340.964261,0.811085838,0.004399776,3.48432E-07
8303,8303,21246.028,945.30368,7806,1417,310,945.3037122,0.487743865,0.003057252,2.09565E-07
8311,8311,121753.6165,1948.389095,7639,1569,310,1948.389123,2.795089751,0.006119295,1.20099E-06
8320,8320,213538.5193,5923.164579,7808,1579,310,5923.164582,4.902189462,0.02035115,2.10624E-06
8321,8321,34871.43249,1096.038334,7641,1822,310,1096.038329,0.800540935,0.00377928,3.43987E-07
8323,8323,62663.55234,3184.764207,8444,1386,310,3184.764135,1.438562965,0.008969351,6.17963E-07
8326,8326,32978.34874,687.3941162,7952,2495,310,687.3941314,0.757081787,0.002210802,3.25287E-07
8329,8329,50648.0136,1993.464565,7642,1575,310,1993.464406,1.162722784,0.005857732,4.99597E-07
8332,8332,206.235429,88.31758146,8445,1412,310,88.31752364,0.004734505,0.000249238,2.03396E-09
8335,8335,59482.16441,2528.89955,8088,2508,310,2528.899644,1.365528004,0.007203709,5.86675E-07
8336,8336,166899.3105,5273.39165,7953,1435,310,5273.391664,3.831496167,0.018500158,1.64616E-06
8339,8339,430058.5256,6022.513554,8011,220,310,6022.513502,9.872824982,0.019263418,4.24181E-06
8341,8341,436590.1836,4312.891602,8354,1415,310,4312.891656,10.02277116,0.013817235,4.30561E-06
8351,8351,572003.1784,6816.331578,8448,1376,310,6816.331663,13.13143905,0.023495368,5.6409E-06
8353,8353,7222.496094,404.8264219,8189,1866,310,404.8265148,0.165806347,0.001270671,7.12337E-08
8355,8355,416314.8391,6883.162428,8355,1766,310,6883.162529,9.557312042,0.020212391,4.10549E-06
8361,8361,16998.70945,832.381158,7697,1497,310,832.3811481,0.390238129,0.002716845,1.6768E-07
8373,8373,23516.91331,883.8253543,8092,1537,310,883.8252265,0.539876116,0.002769882,2.31941E-07
8374,8374,14556.51671,953.2095593,8562,1746,310,953.2096291,0.334173138,0.003080473,1.43548E-07
8377,8377,533898.4974,8245.714376,7957,1693,310,8245.714504,12.25667119,0.025863234,5.2658E-06
8381,8381,23974.00546,638.6897791,8015,1548,310,638.6897808,0.550369698,0.002088315,2.36455E-07
8387,8387,26687.16245,1805.849294,8358,1740,310,1805.849349,0.612655545,0.005725338,2.63188E-07
8388,8388,292708.6971,4007.188847,7700,1492,310,4007.188973,6.719694166,0.012591242,2.8873E-06
8389,8389,35848.25893,1017.445076,7958,2521,310,1017.445078,0.822966048,0.003065187,3.53592E-07
8393,8393,38747.67389,1565.175175,7814,2492,310,1565.175152,0.889527796,0.005000644,3.82211E-07
8394,8394,86655.81524,2107.382702,8017,1509,310,2107.382754,1.989351926,0.007161756,8.54704E-07
8396,8396,110793.4517,2598.027899,7815,2482,310,2598.02779,2.543477614,0.007863815,1.09286E-06
8403,8403,13039.86124,557.7566151,8566,1357,310,557.7566312,0.299355225,0.001635811,1.28595E-07
8404,8404,45383.96136,1924.155983,8018,1349,310,1924.155849,1.041876617,0.006134656,4.47637E-07
8413,8413,2253418.448,10498.58859,8567,1409,310,10498.58852,51.73157562,0.034624974,2.22215E-05
8415,8415,39627.8598,1525.485698,7817,1547,310,1525.485626,0.909734112,0.005025751,3.90875E-07
8417,8417,35485.23724,933.4574241,7649,1818,310,933.4574554,0.814632235,0.003190601,3.5004E-07
8421,8421,12872.34961,492.5340306,8197,0,0,492.534058,0.295509675,0.001662956,1.26957E-07
8423,8423,634987.2494,5182.158403,7650,1227,310,5182.158282,14.5773598,0.017174055,6.26354E-06
8426,8426,27139.07638,858.4148686,7704,1506,310,858.41488,0.623029805,0.003005925,2.67708E-07
8429,8429,8806.497908,651.9040082,7819,1418,310,651.9040611,0.202170182,0.002158103,8.68645E-08
8437,8437,89485.10625,2071.334248,7706,1502,310,2071.334299,2.054303455,0.006247975,8.82699E-07
8442,8442,110.4785925,88.52156043,7820,1580,310,88.5215729,0.002536272,0.000313849,1.08975E-09
8449,8449,93614.825,3511.433977,8022,1513,310,3511.434025,2.149109243,0.01100888,9.23324E-07
8450,8450,169.4178255,121.758943,7821,1422,310,121.7589276,0.003889335,0.00043381,1.67111E-09
8457,8457,716.671692,100.2821991,8364,6139,0,100.2822041,0.016452585,0.000319599,7.0678E-09
8458,8458,19201.4344,563.1421639,7653,2438,310,563.1421138,0.440805989,0.001681472,1.89416E-07
8460,8460,40225.73988,977.1985845,7822,1555,310,977.1985223,0.923459416,0.003329174,3.96774E-07
8461,8461,37369.9341,2058.430306,7708,1411,310,2058.430272,0.857898946,0.006125034,3.68611E-07
8468,8468,96798.01438,3086.011198,7823,1419,310,3086.011215,2.222185119,0.010735939,9.54778E-07
8473,8473,884374.9985,10144.22147,8024,0,0,10144.22151,20.30253656,0.032322332,8.72218E-06
8484,8484,25911.25451,1436.723222,8025,1511,310,1436.723297,0.594842807,0.004447553,2.55567E-07
8491,8491,10321.44555,1110.723225,7825,1557,310,1110.723131,0.236948574,0.003841388,1.01807E-07
8493,8493,92131.73449,1367.687871,8460,1358,310,1367.687877,2.115062023,0.004634506,9.08599E-07
8496,8496,83437.34052,2845.499905,7712,2488,310,2845.500003,1.915465083,0.00828842,8.23055E-07
8500,8500,682993.4117,7226.509837,8461,1849,310,7226.509874,15.67943488,0.023037736,6.73539E-06
8507,8507,256522.9553,6625.223174,8106,1538,310,6625.223128,5.888980564,0.021229301,2.52998E-06
8511,8511,37345.24771,2968.908372,8462,1410,310,2968.908477,0.85733214,0.008369953,3.68288E-07
8533,8533,70396.24175,1038.051378,7716,2439,310,1038.051354,1.616081937,0.003422092,6.94416E-07
8537,8537,35960.98481,1167.153623,8579,1371,310,1167.153544,0.82555407,0.003847264,3.54625E-07
8539,8539,1194563.487,11196.06684,7661,1226,310,11196.0668,27.42351419,0.036491858,1.17827E-05
8553,8553,83922.03241,1307.048151,7974,2520,310,1307.048233,1.926592939,0.004444344,8.27774E-07
8556,8556,62333.60352,1400.718312,8373,1850,310,1400.718219,1.430988171,0.004228491,6.1474E-07
8569,8569,194363.4634,3588.839825,8375,1370,310,3588.839832,4.461989336,0.011585047,1.91677E-06
8574,8574,42669.73781,1557.755301,7833,0,0,1557.755221,0.979566325,0.00494882,4.20876E-07
8578,8578,293028.9509,3495.224005,8469,1397,310,3495.223897,6.727046141,0.011603943,2.8898E-06
8583,8583,40561.20703,1085.915214,8378,1848,310,1085.915248,0.931161028,0.003178999,4.00019E-07
8591,8591,34244.25987,1983.957378,7978,1445,310,1983.957291,0.786143429,0.006153517,3.37767E-07
8592,8592,24198.01465,630.6130668,7720,1527,310,630.6130934,0.5555122,0.002088013,2.38695E-07
8597,8597,99104.12036,2168.069952,8471,1399,310,2168.070033,2.275126774,0.006333294,9.77347E-07
8598,8598,24191.16739,1217.912148,8585,1754,310,1217.91204,0.555354933,0.004132692,2.38557E-07
8603,8603,348136.6405,7462.876114,8472,1367,310,7462.875961,7.992148919,0.024015388,3.4331E-06
8613,8613,50395.34986,1749.008678,8217,1611,310,1749.008598,1.1569226,0.005376589,4.97029E-07
8615,8615,61845.28562,1797.935357,8039,0,0,1797.935243,1.419778025,0.006010748,6.09997E-07
8636,8636,143364.5098,2733.095047,8220,1861,310,2733.095005,3.291209045,0.008703486,1.41393E-06
8639,8639,72159.30363,1625.625066,8384,1398,310,1625.625103,1.656556434,0.004900276,7.11643E-07
8644,8644,20753.86133,1061.225907,8221,0,0,1061.225918,0.476445104,0.003283149,2.0469E-07
8645,8645,26917.38198,757.2075182,8590,1745,310,757.2075321,0.617940401,0.002441568,2.6544E-07
8646,8646,18705.13132,746.423229,8477,1749,310,746.4233043,0.429412447,0.00249934,1.84463E-07
8647,8647,18441.73926,1265.238551,8042,1352,310,1265.238464,0.423365578,0.003904135,1.81896E-07
8649,8649,768036.1381,7461.12308,8591,1455,310,7461.122952,17.63175403,0.022223817,7.57375E-06
8651,8651,40028.54974,1311.24983,7726,1526,310,1311.249911,0.918932688,0.004407161,3.9485E-07
8653,8653,66384.21762,1715.67192,8222,0,0,1715.671985,1.523977805,0.005764841,6.54711E-07
8655,8655,134456.7207,2686.502688,8385,1847,310,2686.502742,3.086714047,0.008240676,1.32601E-06
8658,8658,312540.061,3552.272521,8530,1402,310,3552.272451,7.174960936,0.011394127,3.08217E-06
8662,8662,6948.570065,349.2130892,8592,1756,310,349.2130511,0.159517789,0.001130924,6.85221E-08
8666,8666,11023559.67,36287.49377,8593,0,0,36287.49371,253.067119,0.119805744,0.000108701
8667,8667,155595.7127,2160.311333,7728,1414,310,2160.311265,3.572000142,0.007240674,1.53478E-06
8669,8669,183733.8304,3632.267387,8224,1695,310,3632.267445,4.217965136,0.011818908,1.81205E-06
8671,8671,12742.40173,847.4057743,8531,1764,310,847.4058455,0.292526636,0.002976266,1.25659E-07
8672,8672,2120997.309,17761.94155,7843,1698,310,17761.94135,48.69159179,0.056871782,2.09195E-05
8673,8673,33510.75263,2024.863754,8121,2511,310,2024.863828,0.769303968,0.0060314,3.3052E-07
8674,8674,14577.65123,907.9521373,7674,1496,310,907.9522024,0.33465818,0.00308171,1.43799E-07
8676,8676,30498.92107,872.2219687,8532,1375,310,872.2219289,0.700161752,0.002977519,3.00766E-07
8678,8678,8802.412816,430.9384804,8594,1757,310,430.9385155,0.202076372,0.00146813,8.68031E-08
8679,8679,45885.63441,1493.377427,7844,2491,310,1493.377367,1.053393458,0.004768669,4.52615E-07
8680,8680,16544.98251,894.6503653,7675,1498,310,894.65049,0.37982208,0.003010258,1.63205E-07
8681,8681,74387.60233,1828.659549,7730,1721,310,1828.659488,1.707711261,0.005979171,7.33764E-07
8689,8689,40684.88867,1230.644005,8226,1867,310,1230.644129,0.934000597,0.004070751,4.01259E-07
8705,8705,22369.13548,1134.421035,8536,1755,310,1134.420983,0.513526659,0.003583501,2.20592E-07
8707,8707,44244.61994,2799.667562,7847,1505,310,2799.667631,1.015720802,0.008551693,4.36413E-07
8710,8710,19517.30096,546.1254396,8229,1355,310,546.1255406,0.448057381,0.001799966,1.92494E-07
8719,8719,85895.63407,2153.763586,8126,1358,310,2153.763629,1.971900567,0.007468769,8.47187E-07
8724,8724,90657.12321,2693.884176,7735,1413,310,2693.884135,2.081209357,0.008843002,8.94228E-07
8733,8733,28199.40618,1214.878566,8053,1350,310,1214.878625,0.6473719,0.003657042,2.78137E-07
8760,8760,1744599.742,17525.37676,7855,1536,310,17525.37659,40.05065922,0.055085099,1.72068E-05
8766,8766,19749.8891,746.5681795,7856,1493,310,746.5681361,0.453396914,0.002251518,1.94808E-07
8773,8773,146045.2327,3093.1617,7743,2490,310,3093.161442,3.352750785,0.009846796,1.44062E-06
8781,8781,20295.39912,1087.287356,7859,1558,310,1087.28745,0.465920029,0.003185619,2.00182E-07
8783,8783,87873.65453,2198.925243,8060,2516,310,2198.925097,2.017309715,0.006294822,8.66715E-07
8785,8785,102680.6719,2266.510894,8609,1418,310,2266.510953,2.357233202,0.006922145,1.01255E-06
8795,8795,68933.17047,1517.135552,8610,1356,310,1517.135513,1.582494185,0.004528345,6.7978E-07
8802,8802,377100.3821,5944.208973,8063,2517,310,5944.209307,8.657068321,0.018041031,3.7194E-06
8811,8811,4371.626709,478.2523427,8613,1758,310,478.2523721,0.100359028,0.001676899,4.31095E-08
8818,8818,22573.86492,1713.738243,8614,1379,310,1713.738119,0.518226809,0.006104046,2.22606E-07
8833,8833,21971.39206,749.4381264,8143,1356,310,749.4380497,0.50439558,0.00243836,2.16704E-07
8837,8837,415395.4197,9056.193309,7868,0,0,9056.193257,9.536204484,0.029904788,4.09723E-06
8844,8844,15560.4431,809.5108354,8618,1753,310,809.5108706,0.357220048,0.002634044,1.53445E-07
8845,8845,18418.04465,807.0566214,8071,1351,310,807.0566532,0.422822012,0.002366541,1.8166E-07
8850,8850,17814.40625,609.4518225,8252,1432,310,609.451848,0.408964154,0.002051522,1.75692E-07
8852,8852,70199.40805,2782.090164,7871,1541,310,2782.089981,1.611563042,0.009142497,6.92401E-07
8855,8855,9875.748991,711.5263772,7756,0,0,711.5264158,0.2267169,0.002133281,9.74127E-08
8858,8858,13472.4493,1165.814877,8073,0,0,1165.814819,0.309285732,0.004104871,1.3288E-07
8872,8872,146961.3789,1447.184264,8623,1419,310,1447.184315,3.373782522,0.004643232,1.44922E-06
8883,8883,878969.8546,8788.519225,7876,1216,310,8788.51905,20.17845317,0.029513787,8.66933E-06
8885,8885,11024.88064,655.7911923,8626,1744,310,655.7911353,0.253097461,0.00216184,1.08719E-07
8889,8889,66824.11191,1748.498028,7877,1554,310,1748.497938,1.534076784,0.005951757,6.59111E-07
8893,8893,950.2887275,170.9720845,7878,1504,310,170.9720197,0.021815677,0.000493331,9.37347E-09
8908,8908,68802.69727,1578.112803,8155,1864,310,1578.112759,1.579499173,0.00517509,6.78585E-07
8911,8911,17879.30356,575.5240349,7881,0,0,575.5240956,0.410454039,0.001852286,1.76351E-07
8913,8913,42035.5543,1281.788723,8631,1404,310,1281.788752,0.965007488,0.004323611,4.14532E-07
8916,8916,11551.94485,685.2861808,8157,1347,310,685.2862632,0.265197045,0.002333416,1.13936E-07
8921,8921,160935.6175,2492.91682,8633,1403,310,2492.916714,3.694588457,0.008095171,1.58705E-06
8922,8922,1921324.913,9494.396946,8265,1447,310,9494.396813,44.10772797,0.030184644,1.89485E-05
8924,8924,14697.55183,959.1030513,8159,1354,310,959.1032118,0.337410638,0.002939779,1.44961E-07
8925,8925,39710.85938,918.9369378,8082,1863,310,918.9369097,0.911639561,0.002754621,3.91668E-07
8926,8926,58056.19292,1160.024561,7883,2493,310,1160.024572,1.332792121,0.003565485,5.72656E-07
8937,8937,289091.546,3872.493843,7769,1720,310,3872.49375,6.636654988,0.013018062,2.85157E-06
8942,8942,570246.3275,7131.79807,8084,1692,310,7131.797896,13.09110627,0.022404757,5.62398E-06
8945,8945,54592.04803,2127.325778,8162,1609,310,2127.325827,1.253266085,0.007388852,5.38435E-07
8950,8950,25558.61166,805.5580663,7772,1568,310,805.5580413,0.586747399,0.002558389,2.52104E-07
8951,8951,99944.27148,2574.810483,8271,1862,310,2574.810574,2.294413566,0.008691622,9.85697E-07
8955,8955,152409.3469,2972.919184,8272,1434,310,2972.919196,3.498851013,0.009895609,1.5031E-06
8958,8958,2553.414834,188.771298,8273,1751,310,188.7712906,0.058618585,0.000604038,2.51824E-08
8960,8960,209149.5736,2835.181656,8274,0,0,2835.181568,4.801432658,0.00921846,2.06265E-06
8961,8961,111470.6657,2387.564187,7776,1724,310,2387.564183,2.559024248,0.007674236,1.09953E-06
8963,8963,40414.43078,1262.063911,7777,2440,310,1262.063915,0.927791296,0.004318027,3.98658E-07
8964,8964,39242.53023,909.2942511,7778,0,0,909.2941788,0.900888041,0.002627517,3.87097E-07
8971,8971,114758.1584,2200.437359,7780,1235,310,2200.437379,2.634495446,0.006929979,1.13193E-06
8976,8976,43911.95868,1350.09602,8280,0,0,1350.095943,1.008084059,0.004723683,4.33084E-07
8980,8980,112048.5205,2677.597613,7782,1495,310,2677.597597,2.57229069,0.008565381,1.10524E-06
8983,8983,23456.32222,1226.7075,8282,1357,310,1226.707347,0.538485223,0.004263699,2.31339E-07
8985,8985,333304.9826,5333.22742,7784,186,310,5333.227519,7.651660643,0.01663273,3.28774E-06
8989,8989,42797.78435,1301.552802,7785,0,0,1301.552793,0.982506006,0.003886317,4.22142E-07
9000,9000,82756.20761,1760.070503,8185,1610,310,1760.070517,1.899828729,0.00584522,8.16207E-07
9005,9005,85501.47109,1412.237932,8842,1426,310,1412.237867,1.962851507,0.004559907,8.43109E-07
9007,9007,1081786.442,11791.96863,8843,1346,310,11791.96852,24.83449872,0.037338644,1.06665E-05
9010,9010,370655.3663,3612.573704,9444,1379,310,3612.573618,8.509110352,0.011880327,3.6541E-06
9014,9014,33329.5,1810.925511,8846,1341,310,1810.925462,0.765143064,0.005479032,3.28642E-07
9015,9015,72786.24754,2118.033856,9447,1441,310,2118.033786,1.670948985,0.006701885,7.1757E-07
9016,9016,57284.41256,1542.560802,8847,1371,310,1542.560793,1.315074428,0.004832028,5.64862E-07
9021,9021,88230.1875,1825.611868,8850,1386,310,1825.611832,2.025494677,0.006072901,8.69996E-07
9029,9029,34762.40157,2557.920518,9642,1485,310,2557.920484,0.798038364,0.007084339,3.42681E-07
9035,9035,165908.3921,5968.335081,9041,0,0,5968.335181,3.808748333,0.020403914,1.63586E-06
9044,9044,776702.9863,7471.771753,9646,780,310,7471.771984,17.83071848,0.023685371,7.65626E-06
9046,9046,25597.08943,935.460336,9043,1421,310,935.4603169,0.587630459,0.003126209,2.52388E-07
9051,9051,28546.38646,1485.447063,9649,781,310,1485.447156,0.655337333,0.005093896,2.81403E-07
9054,9054,54930.44531,1072.907512,9047,1385,310,1072.907515,1.26103442,0.00341758,5.41604E-07
9055,9055,68930.95635,1380.229462,9651,1439,310,1380.22946,1.58244315,0.004099541,6.79499E-07
