OBJECTID,ST,STATE,ST_ABBR,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE,Shape_Length,Shape_Area
126,42,Pennsylvania,PA,15227,ZCTA5 15227,6.113607794,29383,1041,13994,526,13143,519,4873,980,527,160,3143,513,1169,301,1370,536,6028,531,5680,770,4446,575,631,215,622,301,5395,1649,1659,425,9,14,224,148,1687,374,432,37,16.8,3.3,3.3,1,23.9,3.8,5.3,1.4,4.7,1.9,20.5,1.9,19.3,2.4,15.3,1.9,4.8,1.6,2.2,1.1,18.4,5.6,11.8,3,0.1,0.1,1.7,1.1,12.8,2.7,1.5,0.1,0.4942,0.3821,0.6931,0.3098,0.5448,2.424,0.4607,0.5025,0.4793,0.532,0.6349,0.8996,3.0483,0.8391,0.7987,0.7987,0.7987,0.8992,0.2288,0.7708,0.8563,0.7733,3.5284,0.9051,9.7994,0.8529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18515,1784,434,1759,558,437,183,1879,860,47,46,0,21,1140,402,133,122,13.6,3.1,6,1.9,1.5,0.6,6.4,2.9,0.2,0.2,0,0.1,3.9,1.3,0.5,0.4,0.284136623,0.001680532
128,42,Pennsylvania,PA,15229,ZCTA5 15229,4.045581003,15408,1018,6641,405,6255,410,1941,501,372,138,1276,278,340,166,818,409,2536,274,3290,515,1606,275,226,82,15,64,1785,1504,577,156,0,18,19,30,340,176,139,33,12.6,3.1,4.2,1.6,20.4,4.2,3.1,1.5,5.3,2.7,16.5,2,21.4,2.4,10.4,1.8,3.6,1.3,0.1,0.5,11.6,9.7,8.7,2.3,0,0.4,0.3,0.5,5.4,2.7,0.9,0.2,0.3296,0.4958,0.5211,0.1789,0.6144,2.1398,0.3521,0.2592,0.6365,0.2094,0.4978,0.4749,2.0778,0.3219,0.6867,0.6867,0.6867,0.8454,0,0.4312,0.5416,0.7049,2.5231,0.5871,7.4274,0.4607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13670,504,161,631,410,433,252,322,259,0,18,4,7,353,224,42,52,8.1,2.5,4.1,2.6,2.8,1.6,2.1,1.7,0,0.2,0,0.1,2.3,1.5,0.3,0.3,0.242731683,0.001115823
129,42,Pennsylvania,PA,15232,ZCTA5 15232,0.818143188,11942,914,6845,463,6340,440,2681,405,122,62,2476,341,108,66,307,162,1447,277,825,322,605,129,75,65,117,87,3844,1212,2898,401,0,18,55,55,1498,253,973,23,24.4,3.1,1.6,0.8,39.1,4.6,1.3,0.8,2.7,1.3,12.1,2.5,6.9,2.4,5.2,1.1,1.1,1,1,0.7,32.2,9.8,42.4,5.1,0,0.4,0.9,0.9,23.6,3.6,8.1,0.6,0.7418,0.2219,0.9428,0.0944,0.2983,2.2992,0.4117,0.112,0.0888,0.0541,0.2425,0.7871,1.2845,0.091,0.9084,0.9084,0.9084,0.99,0,0.5993,0.9445,0.9371,3.4709,0.8896,7.963,0.5588,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,3,5,12160,266,117,741,214,735,303,1793,365,17,19,0,18,550,147,8,12,4.2,1.8,6.2,1.7,6.2,2.4,15,2.8,0.1,0.2,0,0.3,4.6,1.2,0.1,0.1,0.094070855,0.000224855
130,42,Pennsylvania,PA,15233,ZCTA5 15233,1.306450635,2783,480,1756,169,1439,166,582,204,135,107,314,100,89,52,142,117,393,85,351,160,456,111,82,66,4,43,1549,554,296,75,20,32,0,15,389,108,87,27,21.3,6.5,7.7,5.8,21.8,6.5,4.2,2.6,5.2,4.1,14.1,3.8,12.6,4.6,16.7,4.9,5.7,4.5,0.1,1.6,55.7,17.4,16.9,3.9,1.1,1.8,0,1,27,8,3.1,0.8,0.6598,0.8186,0.5932,0.2325,0.6006,2.9047,0.6624,0.1638,0.1655,0.6177,0.7236,0.4749,2.1455,0.3507,0.9658,0.9658,0.9658,0.9463,0.3429,0,0.9567,0.8654,3.1113,0.7647,9.1273,0.7582,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,2,3,15420,266,94,1334,359,24,34,20,19,0,11,0,11,171,131,0,11,18.5,6.4,47.9,9,0.9,1.2,0.7,0.7,0,1.1,0,1.1,6.1,4.3,0,1.1,0.134785694,0.000502225
131,42,Pennsylvania,PA,15234,ZCTA5 15234,3.113044287,14249,800,6624,320,6142,324,1825,437,133,101,1338,271,671,247,572,261,2895,331,2497,446,1640,315,159,71,144,114,1963,1229,1030,244,0,18,59,51,554,191,149,7,12.9,3,1.6,1.2,21.8,4.3,6.2,2.3,4.1,1.8,20.3,2.6,17.5,2.4,11.6,1.9,2.6,1.1,1,0.8,13.8,8.6,15.5,3.6,0,0.5,0.9,0.8,9,3,1,0.1,0.3435,0.2219,0.5932,0.3738,0.4724,2.0048,0.3075,0.4898,0.3514,0.2773,0.3751,0.7871,2.2807,0.4168,0.7297,0.7297,0.7297,0.9335,0,0.5993,0.7553,0.717,3.0051,0.7309,8.0203,0.5666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,9538,587,187,416,322,341,192,588,361,0,18,0,18,560,383,58,71,9.6,3,2.9,2.3,2.4,1.4,4.1,2.5,0,0.2,0,0.2,3.9,2.7,0.4,0.5,0.25885249,0.000852567
132,42,Pennsylvania,PA,15235,ZCTA5 15235,14.81312871,34383,1325,16825,652,15521,674,6961,1292,1215,293,4373,634,1222,472,1293,335,7837,638,6956,785,5778,622,1380,441,61,96,16824,1892,1892,438,49,52,136,79,1730,386,44,13,20.3,3.7,6.6,1.5,28.2,3.9,4.9,1.9,3.8,1,22.8,1.8,20.2,1.9,16.8,1.6,8.9,2.8,0.2,0.3,48.9,5.2,11.2,2.6,0.3,0.3,0.9,0.5,11.1,2.4,0.1,0,0.6255,0.7526,0.8263,0.2772,0.4315,2.9131,0.6663,0.6707,0.5455,0.6265,0.8896,0.5229,3.2552,0.9201,0.9526,0.9526,0.9526,0.8909,0.2648,0.5993,0.8185,0.5014,3.0749,0.7525,10.1958,0.8864,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,29529,2126,530,13965,1334,564,381,129,90,26,31,0,24,1713,532,427,373,13.7,3.2,40.6,3.5,1.6,1.1,0.4,0.3,0.1,0.1,0,0.1,5,1.6,1.2,1.1,0.46419933,0.004079979
133,42,Pennsylvania,PA,15236,ZCTA5 15236,10.71064863,31419,1133,14443,524,13619,521,4096,755,722,319,2888,386,1703,356,1236,411,6977,527,5653,521,4746,577,692,217,989,310,5440,1742,1840,331,175,109,230,99,1144,300,138,42,13.1,2.4,4.3,1.8,21.2,2.7,7.1,1.5,3.9,1.3,22.2,1.8,18,1.4,15.1,1.8,5.1,1.6,3.3,1,17.3,5.5,12.7,2.2,1.2,0.8,1.7,0.7,8.4,2.1,0.4,0.1,0.3507,0.5097,0.5588,0.4522,0.4448,2.3162,0.4206,0.6299,0.3828,0.5177,0.6704,0.9377,3.1385,0.874,0.7876,0.7876,0.7876,0.9114,0.3507,0.7708,0.7309,0.6156,3.3794,0.859,9.6217,0.8223,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,2,25932,1327,343,1161,425,548,288,3023,830,0,24,0,24,465,228,243,244,9.7,2.4,3.7,1.4,1.7,0.9,9.6,2.6,0,0.1,0,0.1,1.5,0.7,0.8,0.8,0.562295672,0.002935936
134,42,Pennsylvania,PA,15237,ZCTA5 15237,24.0504569,44149,1628,19331,647,18326,628,3202,700,870,298,3328,419,827,236,922,311,9985,704,9163,688,4734,760,436,136,391,221,4931,2331,3346,429,37,41,202,123,801,160,1137,95,7.4,1.6,3.8,1.3,18.2,2.2,2.6,0.7,2.1,0.7,22.6,1.5,20.8,1.1,10.9,1.6,2.4,0.7,0.9,0.5,11.2,5.3,17.3,2.1,0.2,0.2,1.1,0.7,4.4,0.9,2.6,0.2,0.154,0.4404,0.404,0.1513,0.2343,1.384,0.1292,0.6564,0.5913,0.2365,0.3507,0.7667,2.6016,0.5949,0.6762,0.6762,0.6762,0.9507,0.2443,0.6459,0.4612,0.8467,3.1488,0.7786,7.8106,0.5309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,50455,1106,210,589,189,876,258,2675,587,0,24,0,24,721,233,70,71,6,1.1,1.3,0.4,2,0.6,6.1,1.3,0,0.1,0,0.1,1.6,0.5,0.2,0.2,0.650951583,0.006642772
135,42,Pennsylvania,PA,15238,ZCTA5 15238,15.78450884,12805,729,6013,352,5532,326,1098,340,150,64,938,208,188,97,277,117,3254,326,2802,303,1249,188,194,93,41,74,1644,1063,845,188,12,18,11,25,484,134,12,5,8.6,2.6,2.4,1,17,3.6,2,1,2.2,0.9,25.4,2.2,21.9,1.8,9.8,1.5,3.5,1.7,0.3,0.6,12.8,8.3,14.1,3,0.2,0.3,0.2,0.5,8.7,2.3,0.1,0,0.1867,0.2823,0.3413,0.1198,0.2464,1.1765,0.0919,0.7832,0.6779,0.1796,0.4856,0.5775,2.7038,0.6582,0.7077,0.7077,0.7077,0.9235,0.2443,0.4079,0.7425,0.5014,2.8196,0.6698,7.4076,0.4579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,28788,442,133,142,88,177,90,915,264,4,8,0,18,368,144,38,44,8,2.3,1.1,0.7,1.4,0.7,7.1,2.1,0,0.1,0,0.2,2.9,1.1,0.3,0.3,0.480023916,0.004538521
139,42,Pennsylvania,PA,15260,ZCTA5 15260,0.087817742,0,11,0,11,0,11,0,11,0,11,0,22,0,11,0,11,0,11,0,11,0,11,0,15,0,44,0,15,0,15,0,11,0,15,0,11,0,11,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,11841,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.034142981,2.50956E-05
141,42,Pennsylvania,PA,15282,ZCTA5 15282,0.133885502,5814,100,0,16,0,16,0,16,75,66,0,32,342,81,122,76,45,32,44,32,331,125,0,22,22,63,2098,260,0,22,0,16,0,22,0,16,5814,100,-999,-999,4.4,4,-999,-999,19.8,4.8,3.3,2,0.8,0.5,0.8,0.6,8.8,3.3,-999,-999,0.4,1.1,36.1,4.4,-999,-999,-999,-999,-999,-999,-999,-999,100,0,-999,0.5241,-999,0.9244,0.3702,-999,-999,0.0265,0.0513,0.1387,-999,0.6172,-999,-999,0.9255,0.9255,0.9255,-999,-999,-999,-999,0.9945,-999,-999,-999,-999,-999,0,-999,1,0,-999,0,0,0,-999,0,-999,1,1,-999,-999,-999,-999,1,-999,-999,16227,0,16,1355,169,250,155,192,79,17,16,0,16,277,103,7,12,-999,-999,23.3,2.9,4.3,2.7,3.3,1.4,0.3,0.3,0,0.5,4.8,1.7,0.1,0.2,0.031246091,3.57998E-05
142,42,Pennsylvania,PA,15290,ZCTA5 15290,0.039922175,0,11,0,11,0,11,0,11,0,11,0,22,0,11,0,11,0,11,0,11,0,11,0,15,0,44,0,15,0,15,0,11,0,15,0,11,0,11,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,212,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.013139031,1.06448E-05
